Tiempo (s),Masa (kg),Cantidad de Cuerda (m),Altura (m),Posicion (m),Velocidad (m/s),Constante de Elasticidad (N/m),Constante del Aire,Gravedad (m/s2)
9.600001,50.0,240,240.0,104.69289,6.9333186,12.0,9.083334,9.81
9.700002,50.0,240,240.0,104.19475,5.559703,12.0,9.083334,9.81
9.800002,50.0,240,240.0,103.56183,4.198135,12.0,9.083334,9.81
9.9000025,50.0,240,240.0,102.79796,2.8514605,12.0,9.083334,9.81
10.000003,50.0,240,240.0,101.90724,1.5224977,12.0,9.083334,9.81
10.100003,50.0,240,240.0,100.89397,0.21391726,12.0,9.083334,9.81
10.200004,50.0,240,240.0,99.76264,-1.0716474,12.0,9.083334,9.81
10.300004,50.0,240,240.0,98.517944,-2.3317194,12.0,9.083334,9.81
10.400004,50.0,240,240.0,97.16475,-3.5638692,12.0,9.083334,9.81
10.500005,50.0,240,240.0,95.70805,-4.7658277,12.0,9.083334,9.81
10.600005,50.0,240,240.0,94.153046,-5.9353824,12.0,9.083334,9.81
10.700006,50.0,240,240.0,92.50499,-7.070483,12.0,9.083334,9.81
10.800006,50.0,240,240.0,90.76934,-8.169151,12.0,9.083334,9.81
10.900006,50.0,240,240.0,88.95156,-9.229567,12.0,9.083334,9.81
11.000007,50.0,240,240.0,87.05729,-10.249987,12.0,9.083334,9.81
11.100007,50.0,240,240.0,85.09218,-11.228837,12.0,9.083334,9.81
11.200007,50.0,240,240.0,83.06198,-12.1646185,12.0,9.083334,9.81
11.300008,50.0,240,240.0,80.97244,-13.056005,12.0,9.083334,9.81
11.400008,50.0,240,240.0,78.82939,-13.901738,12.0,9.083334,9.81
11.500009,50.0,240,240.0,76.63864,-14.700751,12.0,9.083334,9.81
11.600009,50.0,240,240.0,74.40602,-15.45205,12.0,9.083334,9.81
11.700009,50.0,240,240.0,72.13739,-16.154781,12.0,9.083334,9.81
11.80001,50.0,240,240.0,69.838486,-16.808237,12.0,9.083334,9.81
11.90001,50.0,240,240.0,67.51512,-17.411802,12.0,9.083334,9.81
12.0000105,50.0,240,240.0,65.17296,-17.96502,12.0,9.083334,9.81
12.100011,50.0,240,240.0,62.817707,-18.467518,12.0,9.083334,9.81
12.200011,50.0,240,240.0,60.454895,-18.919083,12.0,9.083334,9.81
12.300012,50.0,240,240.0,58.090065,-19.319592,12.0,9.083334,9.81
12.400012,50.0,240,240.0,55.728577,-19.669065,12.0,9.083334,9.81
12.500012,50.0,240,240.0,53.375782,-19.96761,12.0,9.083334,9.81
12.600013,50.0,240,240.0,51.03682,-20.215475,12.0,9.083334,9.81
12.700013,50.0,240,240.0,48.71679,-20.413004,12.0,9.083334,9.81
12.800014,50.0,240,240.0,46.420578,-20.560648,12.0,9.083334,9.81
12.900014,50.0,240,240.0,44.153015,-20.658972,12.0,9.083334,9.81
13.000014,50.0,240,240.0,41.918682,-20.708637,12.0,9.083334,9.81
13.100015,50.0,240,240.0,39.72211,-20.7104,12.0,9.083334,9.81
13.200015,50.0,240,240.0,37.56756,-20.66512,12.0,9.083334,9.81
13.300015,50.0,240,240.0,35.4592,-20.573744,12.0,9.083334,9.81
13.400016,50.0,240,240.0,33.400963,-20.43731,12.0,9.083334,9.81
13.500016,50.0,240,240.0,31.396652,-20.256927,12.0,9.083334,9.81
13.600017,50.0,240,240.0,29.44981,-20.0338,12.0,9.083334,9.81
13.700017,50.0,240,240.0,27.563864,-19.769203,12.0,9.083334,9.81
13.800017,50.0,240,240.0,25.741964,-19.464483,12.0,9.083334,9.81
13.900018,50.0,240,240.0,23.987135,-19.121048,12.0,9.083334,9.81
14.000018,50.0,240,240.0,22.302116,-18.740366,12.0,9.083334,9.81
14.1000185,50.0,240,240.0,20.689507,-18.32398,12.0,9.083334,9.81
14.200019,50.0,240,240.0,19.151676,-17.87347,12.0,9.083334,9.81
14.300019,50.0,240,240.0,17.690739,-17.39048,12.0,9.083334,9.81
14.40002,50.0,240,240.0,16.308672,-16.876678,12.0,9.083334,9.81
14.50002,50.0,240,240.0,15.007153,-16.333792,12.0,9.083334,9.81
14.60002,50.0,240,240.0,13.787731,-15.763572,12.0,9.083334,9.81
14.700021,50.0,240,240.0,12.651665,-15.1678,12.0,9.083334,9.81
14.800021,50.0,240,240.0,11.600079,-14.548296,12.0,9.083334,9.81
14.900022,50.0,240,240.0,10.633799,-13.906881,12.0,9.083334,9.81
15.000022,50.0,240,240.0,9.753517,-13.245419,12.0,9.083334,9.81
15.100022,50.0,240,240.0,8.959675,-12.565755,12.0,9.083334,9.81
15.200023,50.0,240,240.0,8.252537,-11.869768,12.0,9.083334,9.81
15.300023,50.0,240,240.0,7.6321373,-11.159327,12.0,9.083334,9.81
15.400023,50.0,240,240.0,7.0983353,-10.43631,12.0,9.083334,9.81
15.500024,50.0,240,240.0,6.6507797,-9.702574,12.0,9.083334,9.81
15.600024,50.0,240,240.0,6.288952,-8.959992,12.0,9.083334,9.81
15.700025,50.0,240,240.0,6.012123,-8.210389,12.0,9.083334,9.81
15.800025,50.0,240,240.0,5.8194046,-7.4556108,12.0,9.083334,9.81
15.900025,50.0,240,240.0,5.709713,-6.6974487,12.0,9.083334,9.81
16.000025,50.0,240,240.0,5.68182,-5.937706,12.0,9.083334,9.81
16.100025,50.0,240,240.0,5.734314,-5.1781063,12.0,9.083334,9.81
16.200026,50.0,240,240.0,5.865635,-4.4203935,12.0,9.083334,9.81
16.300026,50.0,240,240.0,6.0740585,-3.6662385,12.0,9.083334,9.81
16.400026,50.0,240,240.0,6.35775,-2.917297,12.0,9.083334,9.81
16.500027,50.0,240,240.0,6.714695,-2.1751828,12.0,9.083334,9.81
16.600027,50.0,240,240.0,7.142784,-1.4414438,12.0,9.083334,9
