Tiempo (s),Masa (kg),Cantidad de Cuerda (m),Altura (m),Posicion (m),Velocidad (m/s),Constante de Elasticidad (N/m),Constante del Aire,Gravedad (m/s2)
4.6999984,45.0,168,240.0,15.956845,0.39979333,12.0,1.35,1.62
4.7999983,45.0,168,240.0,16.664986,0.4078883,12.0,1.35,1.62
4.899998,45.0,168,240.0,17.387136,0.41595906,12.0,1.35,1.62
4.999998,45.0,168,240.0,18.123257,0.4240057,12.0,1.35,1.62
5.099998,45.0,168,240.0,18.873306,0.4320281,12.0,1.35,1.62
5.199998,45.0,168,240.0,19.637241,0.44002682,12.0,1.35,1.62
5.299998,45.0,168,240.0,20.415022,0.44800156,12.0,1.35,1.62
5.3999977,45.0,168,240.0,21.206606,0.45595238,12.0,1.35,1.62
5.4999976,45.0,168,240.0,22.011951,0.46387967,12.0,1.35,1.62
5.5999975,45.0,168,240.0,22.83102,0.471783,12.0,1.35,1.62
5.6999974,45.0,168,240.0,23.663769,0.47966307,12.0,1.35,1.62
5.7999973,45.0,168,240.0,24.510157,0.48751938,12.0,1.35,1.62
5.899997,45.0,168,240.0,25.370144,0.49535242,12.0,1.35,1.62
5.999997,45.0,168,240.0,26.243687,0.5031619,12.0,1.35,1.62
6.099997,45.0,168,240.0,27.13075,0.51094794,12.0,1.35,1.62
6.199997,45.0,168,240.0,28.031288,0.5187111,12.0,1.35,1.62
6.299997,45.0,168,240.0,28.945263,0.52645075,12.0,1.35,1.62
6.3999968,45.0,168,240.0,29.87264,0.53416735,12.0,1.35,1.62
6.4999967,45.0,168,240.0,30.813372,0.54186106,12.0,1.35,1.62
6.5999966,45.0,168,240.0,31.767416,0.54953146,12.0,1.35,1.62
6.6999965,45.0,168,240.0,32.73474,0.5571793,12.0,1.35,1.62
6.7999964,45.0,168,240.0,33.7153,0.564804,12.0,1.35,1.62
6.8999963,45.0,168,240.0,34.709064,0.57240635,12.0,1.35,1.62
6.999996,45.0,168,240.0,35.715984,0.5799858,12.0,1.35,1.62
7.099996,45.0,168,240.0,36.736023,0.5875424,12.0,1.35,1.62
7.199996,45.0,168,240.0,37.769142,0.5950766,12.0,1.35,1.62
7.299996,45.0,168,240.0,38.815304,0.6025884,12.0,1.35,1.62
7.399996,45.0,168,240.0,39.87447,0.6100776,12.0,1.35,1.62
7.4999957,45.0,168,240.0,40.946594,0.6175446,12.0,1.35,1.62
7.5999956,45.0,168,240.0,42.031643,0.62498915,12.0,1.35,1.62
7.6999955,45.0,168,240.0,43.12958,0.6324115,12.0,1.35,1.62
7.7999954,45.0,168,240.0,44.240364,0.63981164,12.0,1.35,1.62
7.8999953,45.0,168,240.0,45.363956,0.6471898,12.0,1.35,1.62
7.999995,45.0,168,240.0,46.50032,0.65454584,12.0,1.35,1.62
8.099995,45.0,168,240.0,47.649418,0.6618799,12.0,1.35,1.62
8.199995,45.0,168,240.0,48.81121,0.6691924,12.0,1.35,1.62
8.299994,45.0,168,240.0,49.98566,0.67648244,12.0,1.35,1.62
8.399995,45.0,168,240.0,51.172726,0.6837512,12.0,1.35,1.62
8.499994,45.0,168,240.0,52.372375,0.6909978,12.0,1.35,1.62
8.599995,45.0,168,240.0,53.58457,0.6982233,12.0,1.35,1.62
8.699994,45.0,168,240.0,54.809273,0.7054269,12.0,1.35,1.62
8.799994,45.0,168,240.0,56.04644,0.7126088,12.0,1.35,1.62
8.899994,45.0,168,240.0,57.29604,0.71976966,12.0,1.35,1.62
8.999994,45.0,168,240.0,58.55804,0.7269093,12.0,1.35,1.62
9.099994,45.0,168,240.0,59.83239,0.7340269,12.0,1.35,1.62
9.199994,45.0,168,240.0,61.11906,0.7411236,12.0,1.35,1.62
9.2999935,45.0,168,240.0,62.41802,0.7481994,12.0,1.35,1.62
9.399994,45.0,168,240.0,63.72922,0.75525355,12.0,1.35,1.62
9.499993,45.0,168,240.0,65.052635,0.7622872,12.0,1.35,1.62
9.599994,45.0,168,240.0,66.38823,0.7692993,12.0,1.35,1.62
9.699993,45.0,168,240.0,67.735954,0.7762906,12.0,1.35,1.62
9.7999935,45.0,168,240.0,69.09579,0.7832614,12.0,1.35,1.62
