Tiempo (s),Masa (kg),Cantidad de Cuerda (m),Altura (m),Posicion (m),Velocidad (m/s),Constante de Elasticidad (N/m),Constante del Aire,Gravedad (m/s2)
8.999999,61.0,187,240.0,121.09697,7.0819683,12.0,11.081667,9.81
9.099999,61.0,187,240.0,121.12778,6.0441465,12.0,11.081667,9.81
9.2,61.0,187,240.0,121.02768,5.0139036,12.0,11.081667,9.81
9.3,61.0,187,240.0,120.799225,3.992979,12.0,11.081667,9.81
9.400001,61.0,187,240.0,120.445114,2.9830685,12.0,11.081667,9.81
9.500001,61.0,187,240.0,119.96829,1.9858341,12.0,11.081667,9.81
9.600001,61.0,187,240.0,119.37178,1.0028667,12.0,11.081667,9.81
9.700002,61.0,187,240.0,118.65886,0.03570175,12.0,11.081667,9.81
9.800002,61.0,187,240.0,117.832886,-0.9141693,12.0,11.081667,9.81
9.9000025,61.0,187,240.0,116.89743,-1.8453217,12.0,11.081667,9.81
10.000003,61.0,187,240.0,115.85617,-2.7563715,12.0,11.081667,9.81
10.100003,61.0,187,240.0,114.71289,-3.6460428,12.0,11.081667,9.81
10.200004,61.0,187,240.0,113.47151,-4.513074,12.0,11.081667,9.81
10.300004,61.0,187,240.0,112.13609,-5.3562794,12.0,11.081667,9.81
10.400004,61.0,187,240.0,110.710724,-6.1745634,12.0,11.081667,9.81
10.500005,61.0,187,240.0,109.19966,-6.9668665,12.0,11.081667,9.81
10.600005,61.0,187,240.0,107.607185,-7.7322054,12.0,11.081667,9.81
10.700006,61.0,187,240.0,105.9377,-8.469657,12.0,11.081667,9.81
10.800006,61.0,187,240.0,104.1956,-9.178389,12.0,11.081667,9.81
10.900006,61.0,187,240.0,102.38539,-9.857611,12.0,11.081667,9.81
11.000007,61.0,187,240.0,100.51161,-10.506611,12.0,11.081667,9.81
11.100007,61.0,187,240.0,98.57886,-11.124739,12.0,11.081667,9.81
11.200007,61.0,187,240.0,96.59167,-11.7114315,12.0,11.081667,9.81
11.300008,61.0,187,240.0,94.55468,-12.2661705,12.0,11.081667,9.81
11.400008,61.0,187,240.0,92.472534,-12.78851,12.0,11.081667,9.81
11.500009,61.0,187,240.0,90.34981,-13.278088,12.0,11.081667,9.81
11.600009,61.0,187,240.0,88.19113,-13.734593,12.0,11.081667,9.81
11.700009,61.0,187,240.0,86.00111,-14.157784,12.0,11.081667,9.81
11.80001,61.0,187,240.0,83.78432,-14.547476,12.0,11.081667,9.81
11.90001,61.0,187,240.0,81.54526,-14.903572,12.0,11.081667,9.81
12.0000105,61.0,187,240.0,79.288445,-15.226014,12.0,11.081667,9.81
12.100011,61.0,187,240.0,77.01833,-15.514811,12.0,11.081667,9.81
12.200011,61.0,187,240.0,74.739296,-15.770056,12.0,11.081667,9.81
12.300012,61.0,187,240.0,72.455666,-15.991875,12.0,11.081667,9.81
12.400012,61.0,187,240.0,70.1717,-16.180454,12.0,11.081667,9.81
12.500012,61.0,187,240.0,67.89162,-16.336056,12.0,11.081667,9.81
12.600013,61.0,187,240.0,65.61946,-16.458986,12.0,11.081667,9.81
12.700013,61.0,187,240.0,63.359283,-16.549603,12.0,11.081667,9.81
12.800014,61.0,187,240.0,61.114983,-16.608322,12.0,11.081667,9.81
12.900014,61.0,187,240.0,58.89042,-16.635609,12.0,11.081667,9.81
13.000014,61.0,187,240.0,56.689262,-16.631979,12.0,11.081667,9.81
13.100015,61.0,187,240.0,54.51513,-16.597988,12.0,11.081667,9.81
13.200015,61.0,187,240.0,52.371536,-16.53425,12.0,11.081667,9.81
13.300015,61.0,187,240.0,50.261818,-16.441412,12.0,11.081667,9.81
13.400016,61.0,187,240.0,48.189247,-16.32017,12.0,11.081667,9.81
13.500016,61.0,187,240.0,46.156937,-16.17125,12.0,11.081667,9.81
13.600017,61.0,187,240.0,44.16792,-15.995422,12.0,11.081667,9.81
13.700017,61.0,187,240.0,42.225,-15.793497,12.0,11.081667,9.81
13.800017,61.0,187,240.0,40.330933,-15.566303,12.0,11.081667,9.81
13.900018,61.0,187,240.0,38.488327,-15.314718,12.0,11.081667,9.81
14.000018,61.0,187,240.0,36.699585,-15.039635,12.0,11.081667,9.81
14.1000185,61.0,187,240.0,34.967037,-14.741979,12.0,11.081667,9.81
14.200019,61.0,187,240.0,33.292835,-14.422699,12.0,11.081667,9.81
14.300019,61.0,187,240.0,31.679022,-14.082772,12.0,11.081667,9.81
14.40002,61.0,187,240.0,30.127422,-13.723185,12.0,11.081667,9.81
14.50002,61.0,187,240.0,28.639778,-13.344952,12.0,11.081667,9.81
14.60002,61.0,187,240.0,27.217665,-12.949095,12.0,11.081667,9.81
14.700021,61.0,187,240.0,25.86252,-12.536663,12.0,11.081667,9.81
14.800021,61.0,187,240.0,24.57559,-12.108697,12.0,11.081667,9.81
14.900022,61.0,187,240.0,23.35802,-11.6662655,12.0,11.081667,9.81
15.000022,61.0,187,240.0,22.210804,-11.210442,12.0,11.081667,9.81
15.100022,61.0,187,240.0,21.134756,-10.742286,12.0,11.081667,9.81
15.200023,61.0,187,240.0,20.130575,-10.262886,12.0,11.081667,9.81
15.300023,61.0,187,240.0,19.198816,-9.773316,12.0,11.081667,9.81
15.400023,61.0,187,240.0,18.339882,-9.274664,12.0,11.081667,9.81
15.500024,61.0,187,240.0,17.554024,-8.76799,12.0,11.081667,9.81
15.600024,61.0,187,240.0,16.841373,-8.254376,12.0,11.081667,9.81
15.700025,61.0,187,240.0,16.201923,-7.73488,12.0,11.081667,9.81
15.800025,61.0,187,240.0,15.63554,-7.2105637,12.0,11.081667,9.81
15.900025,61.0,187,240.0,15.141926,-6.6824656,12.0,11.081667,9.81
16.000025,61.0,187,240.0,14.7206955,-6.1516285,12.0,11.081667,9.81
16.100025,61.0,187,240.0,14.371304,-5.619062,12.0,11.081667,9.81
16.200026,61.0,187,240.0,14.093124,-5.085779,12.0,11.081667,9.81
16.300026,61.0,187,240.0,13.885357,-4.552763,12.0,11.081667,9.81
16.400026,61.0,187,240.0,13.747143,-4.0209837,12.0,11.081667,9.81
16.500027,61.0,187,240.0,13.677479,-3.4914002,12.0,11.081667,9.81
16.600027,61.0,187,240.0,13.675259,-2.964931,12.0,11.081667,9.81
16.700027,61.0,187,240.0,13.739277,-2.4424858,12.0,11.081667,9.81
16.800028,61.0,187,240.0,13.868229,-1.9249516,12.0,11.081667,9.81
16.900028,61.0,187,240.0,14.060715,-1.4131908,12.0,11.081667,9.81
17.000029,61.0,187,240.0,14.315243,-0.9080248,12.0,11.081667,9.81
17.100029,61.0,187,240.0,14.63023,-0.41026402,12.0,11.081667,9.81
17.20003,61.0,187,240.0,15.004017,0.07931328,12.0,11.081667,9.81
17.30003,61.0,187,240.0,15.434864,0.55995274,12.0,11.081667,9.81
17.40003,61.0,187,240.0,15.920959,1.0309463,12.0,11.081667,9.81
17.50003,61.0,187,240.0,16.460426,1.4916009,12.0,11.081667,9.81
17.60003,61.0,187,240.0,17.051311,1.9412546,12.0,11.081667,9.81
17.700031,61.0,187,240.0,17.69162,2.3792906,12.0,11.081667,9.81
17.800032,61.0,187,240.0,18.379288,2.8051133,12.0,11.081667,9.81
17.900032,61.0,187,240.0,19.112206,3.218164,12.0,11.081667,9.81
18.000032,61.0,187,240.0,19.888226,3.6179078,12.0,11.081667,9.81
18.100033,61.0,187,240.0,20.705154,4.003865,12.0,11.081667,9.81
18.200033,61.0,187,240.0,21.560766,4.3755713,12.0,11.081667,9.81
18.300034,61.0,187,240.0,22.45279,4.7325974,12.0,11.081667,9.81
18.400034,61.0,187,240.0,23.378948,5.0745645,12.0,11.081667,9.81
18.500034,61.0,187,240.0,24.336943,5.40111,12.0,11.081667,9.81
18.600035,61.0,187,240.0,25.32444,5.711918,12.0,11.081667,9.81
18.700035,61.0,187,240.0,26.339096,6.006693,12.0,11.081667,9.81
18.800035,61.0,187,240.0,27.378586,6.2851954,12.0,11.081667,9.81
18.900036,61.0,187,240.0,28.440554,6.5472035,12.0,11.081667,9.81
19.000036,61.0,187,240.0,29.522652,6.7925334,12.0,11.081667,9.81
19.100037,61.0,187,240.0,30.622534,7.021032,12.0,11.081667,9.81
19.200037,61.0,187,240.0,31.737877,7.2325864,12.0,11.081667,9.81
19.300037,61.0,187,240.0,32.866383,7.42712,12.0,11.081667,9.81
19.400038,61.0,187,240.0,34.005707,7.6045732,12.0,11.081667,9.81
19.500038,61.0,187,240.0,35.153618,7.764936,12.0,11.081667,9.81
19.600039,61.0,187,240.0,36.30782,7.908212,12.0,11.081667,9.81
19.700039,61.0,187,240.0,37.466106,8.034452,12.0,11.081667,9.81
19.80004,61.0,187,240.0,38.626312,8.143734,12.0,11.081667,9.81
19.90004,61.0,187,240.0,39.786232,8.236156,12.0,11.081667,9.81
20.00004,61.0,187,240.0,40.94377,8.311853,12.0,11.081667,9.81
20.10004,61.0,187,240.0,42.09688,8.370993,12.0,11.081667,9.81
20.20004,61.0,187,240.0,43.243484,8.413755,12.0,11.081667,9.81
20.300041,61.0,187,240.0,44.381622,8.440362,12.0,11.081667,9.81
20.400042,61.0,187,240.0,45.509396,8.451054,12.0,11.081667,9.81
20.500042,61.0,187,240.0,46.62487,8.446093,12.0,11.081667,9.81
20.600042,61.0,187,240.0,47.726284,8.425776,12.0,11.081667,9.81
20.700043,61.0,187,240.0,48.811817,8.390409,12.0,11.081667,9.81
20.800043,61.0,187,240.0,49.879803,8.34033,12.0,11.081667,9.81
20.900043,61.0,187,240.0,50.92862,8.275895,12.0,11.081667,9.81
21.000044,61.0,187,240.0,51.956642,8.197477,12.0,11.081667,9.81
21.100044,61.0,187,240.0,52.9624,8.105476,12.0,11.081667,9.81
21.200045,61.0,187,240.0,53.94446,8.000298,12.0,11.081667,9.81
21.300045,61.0,187,240.0,54.90142,7.8823743,12.0,11.081667,9.81
21.400045,61.0,187,240.0,55.831997,7.7521496,12.0,11.081667,9.81
21.500046,61.0,187,240.0,56.734978,7.6100817,12.0,11.081667,9.81
21.600046,61.0,187,240.0,57.609173,7.4566455,12.0,11.081667,9.81
21.700047,61.0,187,240.0,58.45354,7.2923226,12.0,11.081667,9.81
21.800047,61.0,187,240.0,59.26703,7.117613,12.0,11.081667,9.81
21.900047,61.0,187,240.0,60.048717,6.9330187,12.0,11.081667,9.81
22.000048,61.0,187,240.0,60.797775,6.7390532,12.0,11.081667,9.81
22.100048,61.0,187,240.0,61.51338,6.5362473,12.0,11.081667,9.81
22.200048,61.0,187,240.0,62.19483,6.3251243,12.0,11.081667,9.81
22.300049,61.0,187,240.0,62.84153,6.1062183,12.0,11.081667,9.81
22.40005,61.0,187,240.0,63.452866,5.8800755,12.0,11.081667,9.81
22.50005,61.0,187,240.0,64.02839,5.647238,12.0,11.081667,9.81
22.60005,61.0,187,240.0,64.56769,5.4082456,12.0,11.081667,9.81
22.70005,61.0,187,240.0,65.07041,5.1636524,12.0,11.081667,9.81
22.80005,61.0,187,240.0,65.536316,4.9140015,12.0,11.081667,9.81
22.900051,61.0,187,240.0,65.96518,4.6598473,12.0,11.081667,9.81
23.000051,61.0,187,240.0,66.3569,4.4017315,12.0,11.081667,9.81
23.100052,61.0,187,240.0,66.71145,4.1401925,12.0,11.081667,9.81
23.200052,61.0,187,240.0,67.02881,3.8757794,12.0,11.081667,9.81
23.300053,61.0,187,240.0,67.30908,3.609023,12.0,11.081667,9.81
23.400053,61.0,187,240.0,67.55243,3.3404472,12.0,11.081667,9.81
23.500053,61.0,187,240.0,67.75906,3.0705876,12.0,11.081667,9.81
23.600054,61.0,187,240.0,67.92926,2.7999554,12.0,11.081667,9.81
23.700054,61.0,187,240.0,68.06336,2.5290537,12.0,11.081667,9.81
23.800055,61.0,187,240.0,68.16177,2.258393,12.0,11.081667,9.81
23.900055,61.0,187,240.0,68.22496,1.9884601,12.0,11.081667,9.81
24.000055,61.0,187,240.0,68.25343,1.7197286,12.0,11.081667,9.81
24.100056,61.0,187,240.0,68.247765,1.4526815,12.0,11.081667,9.81
24.200056,61.0,187,240.0,68.20858,1.1877627,12.0,11.081667,9.81
24.300056,61.0,187,240.0,68.13655,0.9254341,12.0,11.081667,9.81
24.400057,61.0,187,240.0,68.032394,0.6661195,12.0,11.081667,9.81
24.500057,61.0,187,240.0,67.89688,0.41023588,12.0,11.081667,9.81
24.600058,61.0,187,240.0,67.73082,0.15819979,12.0,11.081667,9.81
24.700058,61.0,187,240.0,67.53508,-0.08960199,12.0,11.081667,9.81
24.800058,61.0,187,240.0,67.310524,-0.332798,12.0,11.081667,9.81
24.900059,61.0,187,240.0,67.0581,-0.57101417,12.0,11.081667,9.81
25.00006,61.0,187,240.0,66.77876,-0.8039112,12.0,11.081667,9.81
25.10006,61.0,187,240.0,66.473495,-1.031162,12.0,11.081667,9.81
25.20006,61.0,187,240.0,66.14334,-1.2524436,12.0,11.081667,9.81
25.30006,61.0,187,240.0,65.78934,-1.4674673,12.0,11.081667,9.81
25.40006,61.0,187,240.0,65.41257,-1.6759427,12.0,11.081667,9.81
25.500061,61.0,187,240.0,65.01413,-1.8776104,12.0,11.081667,9.81
25.600061,61.0,187,240.0,64.59513,-2.0722291,12.0,11.081667,9.81
25.700062,61.0,187,240.0,64.15672,-2.2595603,12.0,11.081667,9.81
25.800062,61.0,187,240.0,63.700047,-2.439396,12.0,11.081667,9.81
25.900063,61.0,187,240.0,63.226254,-2.6115456,12.0,11.081667,9.81
26.000063,61.0,187,240.0,62.73654,-2.775825,12.0,11.081667,9.81
26.100063,61.0,187,240.0,62.23208,-2.9320784,12.0,11.081667,9.81
26.200064,61.0,187,240.0,61.714043,-3.0801687,12.0,11.081667,9.81
26.300064,61.0,187,240.0,61.18365,-3.2199626,12.0,11.081667,9.81
26.400064,61.0,187,240.0,60.642063,-3.3513615,12.0,11.081667,9.81
26.500065,61.0,187,240.0,60.090504,-3.474269,12.0,11.081667,9.81
26.600065,61.0,187,240.0,59.53014,-3.5886145,12.0,11.081667,9.81
26.700066,61.0,187,240.0,58.962154,-3.6943479,12.0,11.081667,9.81
26.800066,61.0,187,240.0,58.387733,-3.7914224,12.0,11.081667,9.81
26.900066,61.0,187,240.0,57.80804,-3.8798199,12.0,11.081667,9.81
27.000067,61.0,187,240.0,57.224216,-3.959538,12.0,11.081667,9.81
27.100067,61.0,187,240.0,56.63743,-4.030578,12.0,11.081667,9.81
27.200068,61.0,187,240.0,56.048786,-4.0929728,12.0,11.081667,9.81
27.300068,61.0,187,240.0,55.459393,-4.146762,12.0,11.081667,9.81
27.400068,61.0,187,240.0,54.87036,-4.191998,12.0,11.081667,9.81
27.500069,61.0,187,240.0,54.282738,-4.228759,12.0,11.081667,9.81
27.600069,61.0,187,240.0,53.697594,-4.257121,12.0,11.081667,9.81
27.70007,61.0,187,240.0,53.11595,-4.2771883,12.0,11.081667,9.81
27.80007,61.0,187,240.0,52.538795,-4.2890735,12.0,11.081667,9.81
27.90007,61.0,187,240.0,51.96712,-4.292899,12.0,11.081667,9.81
28.00007,61.0,187,240.0,51.40187,-4.2888036,12.0,11.081667,9.81
28.10007,61.0,187,240.0,50.84394,-4.276937,12.0,11.081667,9.81
28.200071,61.0,187,240.0,50.29426,-4.2574606,12.0,11.081667,9.81
28.300072,61.0,187,240.0,49.753654,-4.230545,12.0,11.081667,9.81
28.400072,61.0,187,240.0,49.222954,-4.1963763,12.0,11.081667,9.81
28.500072,61.0,187,240.0,48.70297,-4.155144,12.0,11.081667,9.81
28.600073,61.0,187,240.0,48.194435,-4.1070514,12.0,11.081667,9.81
28.700073,61.0,187,240.0,47.698097,-4.052311,12.0,11.081667,9.81
28.800074,61.0,187,240.0,47.214638,-3.9911397,12.0,11.081667,9.81
28.900074,61.0,187,240.0,46.744698,-3.9237664,12.0,11.081667,9.81
29.000074,61.0,187,240.0,46.288918,-3.8504257,12.0,11.081667,9.81
29.100075,61.0,187,240.0,45.847862,-3.771358,12.0,11.081667,9.81
29.200075,61.0,187,240.0,45.422062,-3.686811,12.0,11.081667,9.81
29.300076,61.0,187,240.0,45.012047,-3.5970376,12.0,11.081667,9.81
29.400076,61.0,187,240.0,44.61827,-3.5022974,12.0,11.081667,9.81
29.500076,61.0,187,240.0,44.241158,-3.4028492,12.0,11.081667,9.81
29.600077,61.0,187,240.0,43.88111,-3.298964,12.0,11.081667,9.81
29.700077,61.0,187,240.0,43.538475,-3.1909094,12.0,11.081667,9.81
29.800077,61.0,187,240.0,43.213562,-3.078955,12.0,11.081667,9.81
29.900078,61.0,187,240.0,42.906654,-2.9633806,12.0,11.081667,9.81
30.000078,61.0,187,240.0,42.617985,-2.8444574,12.0,11.081667,9.81
30.100079,61.0,187,240.0,42.34776,-2.7224689,12.0,11.081667,9.81
30.200079,61.0,187,240.0,42.096138,-2.5976899,12.0,11.081667,9.81
30.30008,61.0,187,240.0,41.863243,-2.470396,12.0,11.081667,9.81
30.40008,61.0,187,240.0,41.649178,-2.3408718,12.0,11.081667,9.81
30.50008,61.0,187,240.0,41.453987,-2.2093892,12.0,11.081667,9.81
30.60008,61.0,187,240.0,41.27768,-2.0762236,12.0,11.081667,9.81
30.70008,61.0,187,240.0,41.120255,-1.941653,12.0,11.081667,9.81
30.800081,61.0,187,240.0,40.981655,-1.8059459,12.0,11.081667,9.81
30.900082,61.0,187,240.0,40.86179,-1.6693691,12.0,11.081667,9.81
31.000082,61.0,187,240.0,40.760555,-1.5321916,12.0,11.081667,9.81
31.100082,61.0,187,240.0,40.67779,-1.3946722,12.0,11.081667,9.81
31.200083,61.0,187,240.0,40.613323,-1.2570724,12.0,11.081667,9.81
31.300083,61.0,187,240.0,40.566944,-1.1196426,12.0,11.081667,9.81
31.400084,61.0,187,240.0,40.538403,-0.98262894,12.0,11.081667,9.81
31.500084,61.0,187,240.0,40.527443,-0.84627986,12.0,11.081667,9.81
31.600084,61.0,187,240.0,40.53376,-0.71083,12.0,11.081667,9.81
31.700085,61.0,187,240.0,40.557037,-0.5765083,12.0,11.081667,9.81
31.800085,61.0,187,240.0,40.596924,-0.44354558,12.0,11.081667,9.81
31.900085,61.0,187,240.0,40.653057,-0.31215835,12.0,11.081667,9.81
32.000084,61.0,187,240.0,40.725033,-0.1825583,12.0,11.081667,9.81
32.100082,61.0,187,240.0,40.81244,-0.0549531,12.0,11.081667,9.81
32.20008,61.0,187,240.0,40.91484,0.07046533,12.0,11.081667,9.81
32.30008,61.0,187,240.0,41.031776,0.19350362,12.0,11.081667,9.81
32.400078,61.0,187,240.0,41.162773,0.31397676,12.0,11.081667,9.81
32.500076,61.0,187,240.0,41.307343,0.43171656,12.0,11.081667,9.81
32.600075,61.0,187,240.0,41.464973,0.5465503,12.0,11.081667,9.81
32.700073,61.0,187,240.0,41.635147,0.6583266,12.0,11.081667,9.81
32.80007,61.0,187,240.0,41.817318,0.7668897,12.0,11.081667,9.81
32.90007,61.0,187,240.0,42.01095,0.8721041,12.0,11.081667,9.81
33.00007,61.0,187,240.0,42.215473,0.9738325,12.0,11.081667,9.81
33.100067,61.0,187,240.0,42.43032,1.0719566,12.0,11.081667,9.81
33.200066,61.0,187,240.0,42.654915,1.1663566,12.0,11.081667,9.81
33.300064,61.0,187,240.0,42.888676,1.2569308,12.0,11.081667,9.81
33.400063,61.0,187,240.0,43.130997,1.3435787,12.0,11.081667,9.81
33.50006,61.0,187,240.0,43.381298,1.4262159,12.0,11.081667,9.81
33.60006,61.0,187,240.0,43.638966,1.5047591,12.0,11.081667,9.81
33.700058,61.0,187,240.0,43.903404,1.5791421,12.0,11.081667,9.81
33.800056,61.0,187,240.0,44.174,1.6493007,12.0,11.081667,9.81
33.900055,61.0,187,240.0,44.45016,1.7151846,12.0,11.081667,9.81
34.000053,61.0,187,240.0,44.731266,1.7767473,12.0,11.081667,9.81
34.10005,61.0,187,240.0,45.016727,1.833957,12.0,11.081667,9.81
34.20005,61.0,187,240.0,45.30593,1.8867838,12.0,11.081667,9.81
34.30005,61.0,187,240.0,45.598293,1.9352129,12.0,11.081667,9.81
34.400047,61.0,187,240.0,45.89321,1.9792322,12.0,11.081667,9.81
34.500046,61.0,187,240.0,46.19011,2.0188425,12.0,11.081667,9.81
34.600044,61.0,187,240.0,46.488407,2.0540485,12.0,11.081667,9.81
34.700043,61.0,187,240.0,46.787525,2.0848658,12.0,11.081667,9.81
34.80004,61.0,187,240.0,47.086914,2.1113167,12.0,11.081667,9.81
34.90004,61.0,187,240.0,47.38601,2.1334305,12.0,11.081667,9.81
35.00004,61.0,187,240.0,47.68428,2.1512465,12.0,11.081667,9.81
35.100037,61.0,187,240.0,47.981186,2.1648066,12.0,11.081667,9.81
35.200035,61.0,187,240.0,48.27622,2.1741645,12.0,11.081667,9.81
35.300034,61.0,187,240.0,48.568863,2.179378,12.0,11.081667,9.81
35.400032,61.0,187,240.0,48.85863,2.180512,12.0,11.081667,9.81
35.50003,61.0,187,240.0,49.145042,2.1776361,12.0,11.081667,9.81
35.60003,61.0,187,240.0,49.42764,2.1708302,12.0,11.081667,9.81
35.700027,61.0,187,240.0,49.705963,2.160175,12.0,11.081667,9.81
35.800026,61.0,187,240.0,49.97959,2.1457598,12.0,11.081667,9.81
35.900024,61.0,187,240.0,50.2481,2.1276789,12.0,11.081667,9.81
36.000023,61.0,187,240.0,50.511097,2.1060317,12.0,11.081667,9.81
36.10002,61.0,187,240.0,50.768192,2.08092,12.0,11.081667,9.81
36.20002,61.0,187,240.0,51.01903,2.0524535,12.0,11.081667,9.81
36.30002,61.0,187,240.0,51.263256,2.0207438,12.0,11.081667,9.81
36.400017,61.0,187,240.0,51.50055,1.9859066,12.0,11.081667,9.81
36.500015,61.0,187,240.0,51.73059,1.9480629,12.0,11.081667,9.81
36.600014,61.0,187,240.0,51.953102,1.9073353,12.0,11.081667,9.81
36.700012,61.0,187,240.0,52.1678,1.86385,12.0,11.081667,9.81
36.80001,61.0,187,240.0,52.374443,1.8177356,12.0,11.081667,9.81
36.90001,61.0,187,240.0,52.572792,1.7691243,12.0,11.081667,9.81
37.000008,61.0,187,240.0,52.762627,1.71815,12.0,11.081667,9.81
37.100006,61.0,187,240.0,52.943764,1.6649474,12.0,11.081667,9.81
37.200005,61.0,187,240.0,53.11602,1.6096556,12.0,11.081667,9.81
37.300003,61.0,187,240.0,53.279247,1.5524107,12.0,11.081667,9.81
37.4,61.0,187,240.0,53.4333,1.4933548,12.0,11.081667,9.81
37.5,61.0,187,240.0,53.578068,1.4326266,12.0,11.081667,9.81
37.6,61.0,187,240.0,53.713448,1.3703688,12.0,11.081667,9.81
37.699997,61.0,187,240.0,53.83937,1.3067207,12.0,11.081667,9.81
37.799995,61.0,187,240.0,53.95576,1.2418268,12.0,11.081667,9.81
37.899994,61.0,187,240.0,54.062588,1.1758244,12.0,11.081667,9.81
37.999992,61.0,187,240.0,54.159824,1.1088572,12.0,11.081667,9.81
38.09999,61.0,187,240.0,54.247467,1.0410627,12.0,11.081667,9.81
38.19999,61.0,187,240.0,54.325523,0.97258097,12.0,11.081667,9.81
38.299988,61.0,187,240.0,54.39402,0.9035518,12.0,11.081667,9.81
38.399986,61.0,187,240.0,54.453014,0.83410627,12.0,11.081667,9.81
38.499985,61.0,187,240.0,54.502563,0.7643818,12.0,11.081667,9.81
38.599983,61.0,187,240.0,54.542744,0.6945102,12.0,11.081667,9.81
38.69998,61.0,187,240.0,54.573647,0.62462544,12.0,11.081667,9.81
38.79998,61.0,187,240.0,54.595394,0.55484986,12.0,11.081667,9.81
38.89998,61.0,187,240.0,54.6081,0.4853114,12.0,11.081667,9.81
38.999977,61.0,187,240.0,54.611908,0.4161334,12.0,11.081667,9.81
39.099976,61.0,187,240.0,54.60697,0.34743595,12.0,11.081667,9.81
39.199974,61.0,187,240.0,54.593452,0.27933896,12.0,11.081667,9.81
39.299973,61.0,187,240.0,54.571533,0.21195018,12.0,11.081667,9.81
39.39997,61.0,187,240.0,54.541405,0.14538336,12.0,11.081667,9.81
39.49997,61.0,187,240.0,54.503265,0.079745285,12.0,11.081667,9.81
39.599968,61.0,187,240.0,54.457336,0.015142322,12.0,11.081667,9.81
39.699966,61.0,187,240.0,54.40383,-0.048331738,12.0,11.081667,9.81
39.799965,61.0,187,240.0,54.34299,-0.11057806,12.0,11.081667,9.81
39.899963,61.0,187,240.0,54.275055,-0.17150497,12.0,11.081667,9.81
39.99996,61.0,187,240.0,54.200283,-0.23102206,12.0,11.081667,9.81
