Tiempo (s);Masa (kg);Cantidad de Cuerda (m);Altura (m);Posicion (m);Velocidad (m/s);Constante de Elasticidad (N/m);Constante del Aire;Gravedad (m/s2)
3.819.999;105.0;240;240.0;59.831.114;12.248.613;200.0;19.075;9.81
38.299.988;105.0;240;240.0;60.916.915;10.333.132;200.0;19.075;9.81
38.399.986;105.0;240;240.0;6.180.766;0.82592475;200.0;19.075;9.81
38.499.985;105.0;240;240.0;6.249.019;0.6068593;200.0;19.075;9.81
38.599.983;105.0;240;240.0;6.295.553;0.38040718;200.0;19.075;9.81
3.869.998;105.0;240;240.0;6.319.891;0.15092406;200.0;19.075;9.81
3.879.998;105.0;240;240.0;63.219.767;-0.07725513;200.0;19.075;9.81
3.889.998;105.0;240;240.0;63.021.703;-0.29990426;200.0;19.075;9.81
38.999.977;105.0;240;240.0;62.612.343;-0.5129574;200.0;19.075;9.81
39.099.976;105.0;240;240.0;62.003.126;-0.71261954;200.0;19.075;9.81
39.199.974;105.0;240;240.0;61.208.987;-0.89540684;200.0;19.075;9.81
39.299.973;105.0;240;240.0;6.024.806;-1.058.213;200.0;19.075;9.81
3.939.997;105.0;240;240.0;59.141.273;-11.983.603;200.0;19.075;9.81
3.949.997;105.0;240;240.0;57.911.835;-13.136.442;200.0;19.075;9.81
39.599.968;105.0;240;240.0;5.658.496;-14.023.544;200.0;19.075;9.81
39.699.966;105.0;240;240.0;551.871;-14.633.169;200.0;19.075;9.81
39.799.965;105.0;240;240.0;5.374.561;-14.958.922;200.0;19.075;9.81
39.899.963;105.0;240;240.0;5.228.815;-14.999.825;200.0;19.075;9.81
3.999.996;105.0;240;240.0;50.842.156;-1.476.023;200.0;19.075;9.81
4.009.996;105.0;240;240.0;4.943.447;-14.249.631;200.0;19.075;9.81
4.019.996;105.0;240;240.0;48.090.625;-13.482.419;200.0;19.075;9.81
40.299.957;105.0;240;240.0;46.834.536;-12.477.518;200.0;19.075;9.81
40.399.956;105.0;240;240.0;45.688.047;-11.257.933;200.0;19.075;9.81
40.499.954;105.0;240;240.0;44.670.587;-0.98502606;200.0;19.075;9.81
40.599.953;105.0;240;240.0;4.379.879;-0.82840896;200.0;19.075;9.81
4.069.995;105.0;240;240.0;43.086.348;-0.65915596;200.0;19.075;9.81
4.079.995;105.0;240;240.0;42.543.664;-0.48064643;200.0;19.075;9.81
4.089.995;105.0;240;240.0;42.177.815;-0.2963763;200.0;19.075;9.81
40.999.947;105.0;240;240.0;4.199.245;-0.10988557;200.0;19.075;9.81
41.099.945;105.0;240;240.0;41.987.786;0.075312644;200.0;19.075;9.81
41.199.944;105.0;240;240.0;42.160.673;0.25577715;200.0;19.075;9.81
41.299.942;105.0;240;240.0;4.250.469;0.42823222;200.0;19.075;9.81
4.139.994;105.0;240;240.0;43.010.354;0.589605;200.0;19.075;9.81
4.149.994;105.0;240;240.0;43.665.333;0.7370845;200.0;19.075;9.81
41.599.937;105.0;240;240.0;4.445.473;0.8681698;200.0;19.075;9.81
41.699.936;105.0;240;240.0;45.361.433;0.9807128;200.0;19.075;9.81
41.799.934;105.0;240;240.0;4.636.638;10.729.407;200.0;19.075;9.81
41.899.933;105.0;240;240.0;47.449.083;1.143.502;200.0;19.075;9.81
4.199.993;105.0;240;240.0;4.858.796;11.914.687;200.0;19.075;9.81
4.209.993;105.0;240;240.0;4.976.075;12.163.521;200.0;19.075;9.81
4.219.993;105.0;240;240.0;50.945.015;1.218.103;200.0;19.075;9.81
42.299.927;105.0;240;240.0;52.118.387;11.971.022;200.0;19.075;9.81
42.399.925;105.0;240;240.0;53.259.215;1.154.151;200.0;19.075;9.81
42.499.924;105.0;240;240.0;54.346.805;10.904.446;200.0;19.075;9.81
42.599.922;105.0;240;240.0;5.536.182;10.075.432;200.0;19.075;9.81
